milk_id,scenario,timestamp,hour_of_day,day_of_week,is_weekend,storage_hours,storage_phase,current_temperature_c,avg_temperature_c,min_temperature_c,max_temperature_c,temperature_std_c,temp_last_1h,temp_last_3h,temp_last_6h,temp_volatility,time_above_6c_hours,time_above_8c_hours,time_in_danger_zone_pct,num_temperature_excursions,longest_excursion_hours,cumulative_temperature_exposure,temperature_trend,degradation_rate_per_hour,remaining_shelf_life_hours,is_safe,safety_label
MILK_00120,moderate_abuse,2026-06-25T22:00:00,22,3,0,163,late,9.44,10.17,5.39,15.07,1.58,9.44,10.86,10.31,1.7363,163,153,93.87,12,65,1668.39,-0.3763,2.0125,7.96,0,UNSAFE
MILK_00121,moderate_abuse,2026-03-12T09:00:00,9,3,0,78,mid,10.69,10.33,6.39,14.0,1.45,10.69,9.74,9.93,1.1787,79,75,96.15,4,27,816.24,0.0848,2.0566,175.59,0,UNSAFE
MILK_00122,good_cold,2026-05-24T20:00:00,20,6,1,64,fresh,5.29,4.54,2.11,7.39,1.13,5.29,4.26,4.43,0.7769,8,0,0.0,0,0,295.13,0.0386,1.0861,266.49,1,SAFE
MILK_00123,short_excursion,2026-03-21T00:00:00,0,5,1,149,mid,3.25,4.27,2.47,16.2,1.85,3.25,3.93,4.04,0.5241,4,4,2.68,1,4,640.74,-0.3019,1.0695,176.64,1,SAFE
MILK_00124,moderate_abuse,2026-06-30T14:00:00,14,1,0,114,mid,8.34,9.95,5.16,14.07,1.56,8.34,9.41,9.45,0.9564,114,104,91.23,11,23,1144.2,-0.1354,1.9679,111.65,0,UNSAFE
MILK_00125,moderate_abuse,2026-05-16T16:00:00,16,5,1,145,late,7.0,10.24,6.9,14.03,1.56,7.0,9.61,9.64,1.7174,146,134,92.41,11,57,1494.46,-0.8061,2.0275,42.02,0,UNSAFE
MILK_00126,chronic_mild_abuse,2026-01-19T20:00:00,20,0,0,138,mid,5.96,7.02,5.25,9.51,0.81,5.96,6.91,7.26,0.8815,124,16,11.59,16,1,975.93,-0.1289,1.4093,141.51,1,SAFE
MILK_00127,ideal_cold,2026-05-03T06:00:00,6,6,1,334,late,3.94,4.03,2.95,5.12,0.39,3.94,3.88,4.15,0.3442,0,0,0.0,0,0,1350.69,-0.1158,1.0074,0.0,1,SAFE
MILK_00128,good_cold,2026-01-02T18:00:00,18,4,0,32,fresh,3.02,4.56,2.16,6.82,1.12,3.02,3.8,4.0,0.5545,2,0,0.0,0,0,150.38,-0.3664,1.1045,300.66,1,SAFE
MILK_00129,severe_abuse,2026-06-16T12:00:00,12,1,0,76,late,15.98,13.93,6.48,20.57,2.69,15.98,16.59,14.48,3.4694,77,76,100.0,2,61,1072.29,0.1316,3.1522,96.43,0,UNSAFE
MILK_00130,short_excursion,2026-04-28T13:00:00,13,1,0,92,mid,4.1,4.98,3.03,18.44,3.19,4.1,4.11,4.12,0.322,8,8,8.7,1,8,463.44,-0.0751,1.2308,222.76,1,SAFE
MILK_00131,chronic_mild_abuse,2026-01-15T12:00:00,12,3,0,297,late,7.78,6.95,4.65,9.53,0.8,7.78,7.13,7.29,0.6436,262,28,9.43,25,2,2070.88,0.2041,1.3927,0.0,0,UNSAFE
MILK_00132,moderate_abuse,2026-06-28T04:00:00,4,6,1,48,fresh,9.05,10.04,6.35,13.31,1.54,9.05,9.36,10.25,1.7559,49,47,97.92,2,37,492.02,-1.0835,2.0113,239.46,0,UNSAFE
MILK_00133,chronic_mild_abuse,2026-01-22T12:00:00,12,3,0,289,late,6.75,6.94,4.67,8.82,0.77,6.75,7.71,7.54,0.641,259,26,9.0,23,2,2012.4,-0.0079,1.3909,0.0,0,UNSAFE
MILK_00134,good_cold,2026-06-04T00:00:00,0,3,0,308,late,3.97,4.52,0.98,8.03,1.24,3.97,4.2,3.91,1.1561,35,1,0.32,1,1,1397.53,-0.2705,1.0725,5.66,1,SAFE
MILK_00135,long_excursion,2026-02-11T15:00:00,15,2,0,230,late,3.73,4.88,2.63,24.47,3.64,3.73,4.12,4.14,0.3888,13,13,5.65,1,13,1128.25,-0.0369,1.279,41.83,1,SAFE
MILK_00136,good_cold,2026-04-03T12:00:00,12,4,0,30,fresh,5.41,4.41,1.53,6.95,1.28,5.41,4.2,4.79,1.0844,3,0,0.0,0,0,136.85,-0.1486,1.0921,303.24,1,SAFE
MILK_00137,severe_abuse,2026-03-20T20:00:00,20,4,0,359,late,19.45,13.86,7.73,20.26,2.5,19.45,15.49,15.4,2.4461,360,357,99.44,4,179,4989.95,0.2938,3.0754,0.0,0,UNSAFE
MILK_00138,variable_chain,2026-04-04T07:00:00,7,5,1,62,fresh,5.33,5.3,1.67,9.66,1.92,5.33,5.19,5.3,0.6942,24,5,8.06,5,1,333.59,-0.2064,1.1976,261.75,1,SAFE
MILK_00139,ideal_cold,2026-06-18T01:00:00,1,3,0,218,mid,4.33,4.0,2.92,5.48,0.42,4.33,3.78,3.88,0.4844,0,0,0.0,0,0,875.92,0.155,1.0056,116.78,1,SAFE
MILK_00140,severe_abuse,2026-03-05T22:00:00,22,3,0,89,late,15.09,13.93,6.9,18.61,2.23,15.09,14.33,12.89,3.1896,90,89,100.0,2,85,1253.75,2.0574,3.1025,59.87,0,UNSAFE
MILK_00141,good_cold,2026-04-20T04:00:00,4,0,0,100,mid,4.42,4.32,0.5,7.78,1.25,4.42,4.35,4.69,1.6731,7,0,0.0,0,0,436.58,-0.7936,1.0563,230.37,1,SAFE
MILK_00142,good_cold,2026-03-31T18:00:00,18,1,0,101,mid,3.84,4.28,1.32,6.93,1.16,3.84,4.18,4.52,0.8804,7,0,0.0,0,0,436.18,-0.3857,1.0494,230.01,1,SAFE
MILK_00143,chronic_mild_abuse,2026-03-20T00:00:00,0,4,0,352,late,7.1,6.99,4.87,9.68,0.78,7.1,6.82,7.0,0.6238,317,32,9.09,30,2,2466.97,-0.0862,1.3977,0.0,0,UNSAFE
MILK_00144,good_cold,2026-07-02T22:00:00,22,3,0,91,fresh,4.04,4.68,1.78,7.29,1.15,4.04,4.38,4.96,0.638,12,0,0.0,0,0,430.38,-0.3822,1.0979,236.09,1,SAFE
MILK_00145,chronic_mild_abuse,2026-01-19T04:00:00,4,0,0,205,late,6.98,6.96,4.47,9.28,0.84,6.98,7.96,7.46,0.8629,177,16,7.8,15,2,1434.21,0.1092,1.3973,49.55,0,UNSAFE
MILK_00146,good_cold,2026-02-26T17:00:00,17,3,0,123,mid,4.27,4.5,1.4,7.29,1.2,4.27,4.32,4.55,1.3734,11,0,0.0,0,0,557.46,-0.3038,1.0738,203.93,1,SAFE
MILK_00147,variable_chain,2026-03-28T04:00:00,4,5,1,189,mid,7.4,5.41,0.5,11.92,2.38,7.4,5.37,5.29,1.3198,77,27,14.29,21,4,1027.03,0.2984,1.2137,106.62,1,SAFE
MILK_00148,ideal_cold,2026-01-13T01:00:00,1,1,0,124,mid,3.48,3.99,2.93,4.96,0.43,3.48,3.73,3.68,0.4014,0,0,0.0,0,0,498.15,-0.0767,1.0075,211.07,1,SAFE
MILK_00149,short_excursion,2026-04-17T22:00:00,22,4,0,108,mid,4.7,4.47,2.92,17.09,2.2,4.7,4.54,4.33,0.3459,5,5,4.63,1,5,487.21,0.1209,1.1091,216.21,1,SAFE
MILK_00150,good_cold,2026-04-07T04:00:00,4,1,0,152,mid,5.65,4.5,0.77,7.58,1.25,5.65,4.58,4.87,0.9625,14,0,0.0,0,0,688.09,0.0077,1.0729,172.92,1,SAFE
MILK_00151,short_excursion,2026-04-25T03:00:00,3,5,1,270,late,4.29,4.42,2.54,19.08,2.17,4.29,3.92,4.06,0.4251,9,9,3.33,1,9,1197.4,-0.1329,1.0981,39.52,1,SAFE
MILK_00152,ideal_cold,2026-01-31T08:00:00,8,5,1,24,fresh,3.81,3.99,3.0,4.86,0.42,3.81,3.81,4.08,0.4276,0,0,0.0,0,0,99.68,-0.1419,1.0413,311.01,1,SAFE
MILK_00153,moderate_abuse,2026-06-02T13:00:00,13,1,0,101,mid,11.39,10.11,5.81,13.69,1.66,11.39,10.7,10.21,0.8811,101,92,91.09,10,31,1031.58,0.209,2.0098,133.01,0,UNSAFE
MILK_00154,chronic_mild_abuse,2026-01-30T00:00:00,0,4,0,29,fresh,5.81,7.08,5.5,8.76,0.86,5.81,5.82,6.42,0.862,25,5,17.24,4,2,212.49,-0.5075,1.458,293.72,1,SAFE
MILK_00155,chronic_mild_abuse,2026-04-09T15:00:00,15,3,0,232,late,5.9,6.97,4.33,9.09,0.79,5.9,6.64,6.64,0.6481,211,23,9.91,22,2,1624.74,0.0622,1.3975,11.79,0,UNSAFE
MILK_00156,good_cold,2026-04-29T21:00:00,21,2,0,170,mid,2.36,4.39,0.87,7.51,1.3,2.36,3.66,3.54,0.8333,22,0,0.0,0,0,751.38,-0.2666,1.061,155.62,1,SAFE
MILK_00157,ideal_cold,2026-02-10T19:00:00,19,1,0,271,late,4.28,4.02,2.72,4.97,0.38,4.28,3.88,3.71,0.3357,0,0,0.0,0,0,1093.26,0.1633,1.0067,63.18,1,SAFE
MILK_00158,chronic_mild_abuse,2026-03-03T01:00:00,1,1,0,305,late,7.09,6.98,4.51,9.02,0.79,7.09,7.05,7.62,0.7403,273,30,9.84,26,2,2136.81,-0.4529,1.3976,0.0,0,UNSAFE
MILK_00159,good_cold,2026-04-23T08:00:00,8,3,0,32,fresh,5.58,4.47,1.78,7.33,1.09,5.58,4.55,4.54,1.1875,1,0,0.0,0,0,147.41,0.0383,1.0933,301.01,1,SAFE
MILK_00160,moderate_abuse,2026-05-30T09:00:00,9,5,1,276,late,14.09,10.0,4.72,14.09,1.54,14.09,10.47,10.36,2.1317,275,253,91.67,23,26,2768.88,0.6774,1.9671,0.0,0,UNSAFE
MILK_00161,good_cold,2026-07-07T00:00:00,0,1,0,378,late,2.82,4.37,1.04,7.98,1.25,2.82,4.26,3.77,1.3141,34,0,0.0,0,0,1656.44,-0.2898,1.0542,0.0,1,SAFE
MILK_00162,long_excursion,2026-04-29T06:00:00,6,2,0,196,late,4.73,5.38,2.83,23.08,4.34,4.73,4.06,3.75,0.4918,19,19,9.69,1,19,1060.66,0.3512,1.397,62.19,1,SAFE
MILK_00163,good_cold,2026-04-05T14:00:00,14,6,1,329,late,3.73,4.53,0.8,8.82,1.24,3.73,5.33,4.34,1.5158,37,3,0.91,3,1,1495.45,0.3168,1.0735,0.0,1,SAFE
MILK_00164,moderate_abuse,2026-03-21T17:00:00,17,5,1,73,mid,10.5,10.2,6.86,14.33,1.39,10.5,10.3,10.69,1.2951,74,68,93.15,7,26,755.06,-0.3818,2.0276,187.98,0,UNSAFE
MILK_00165,long_excursion,2026-06-27T13:00:00,13,5,1,168,mid,3.67,5.17,2.5,22.71,3.82,3.67,3.95,4.03,0.569,14,14,8.33,1,14,873.71,-0.0141,1.3124,115.51,1,SAFE
MILK_00166,chronic_mild_abuse,2026-04-01T23:00:00,23,2,0,366,late,7.51,7.06,4.94,10.21,0.79,7.51,7.57,7.68,0.1695,335,48,13.11,42,3,2590.09,-0.0976,1.4083,0.0,0,UNSAFE
MILK_00167,ideal_cold,2026-02-22T16:00:00,16,6,1,75,fresh,4.18,4.01,2.96,4.97,0.43,4.18,3.8,3.74,0.4279,0,0,0.0,0,0,305.08,-0.0075,1.0161,259.8,1,SAFE
MILK_00168,good_cold,2026-04-23T11:00:00,11,3,0,350,late,3.8,4.5,1.78,8.31,1.23,3.8,4.53,5.06,0.745,45,1,0.29,1,1,1580.47,-0.4628,1.0696,0.0,1,SAFE
MILK_00169,ideal_cold,2026-03-03T04:00:00,4,1,0,393,late,3.46,3.98,2.71,5.33,0.41,3.46,3.84,3.7,0.5021,0,0,0.0,0,0,1567.15,0.1244,1.0011,0.0,1,SAFE
MILK_00170,good_cold,2026-04-01T01:00:00,1,2,0,301,late,3.18,4.38,1.22,7.58,1.14,3.18,3.68,3.73,0.5296,28,0,0.0,0,0,1322.8,-0.1045,1.0544,18.62,1,SAFE
MILK_00171,good_cold,2026-01-13T11:00:00,11,1,0,290,late,3.17,4.46,1.02,8.27,1.22,3.17,3.93,4.31,1.0298,29,1,0.34,1,1,1297.37,-0.1095,1.0648,27.21,1,SAFE
MILK_00172,ideal_cold,2026-03-02T01:00:00,1,0,0,156,mid,3.61,3.98,2.87,4.97,0.4,3.61,3.74,3.85,0.2601,0,0,0.0,0,0,625.09,-0.0673,1.0053,179.17,1,SAFE
MILK_00173,long_excursion,2026-06-18T14:00:00,14,3,0,306,late,3.77,4.57,2.46,23.55,3.03,3.77,3.82,3.83,0.3621,14,14,4.58,1,14,1401.72,0.0495,1.1719,0.0,1,SAFE
MILK_00174,good_cold,2026-05-04T17:00:00,17,0,0,236,late,6.6,4.46,1.14,8.5,1.13,6.6,5.36,4.68,1.2699,18,1,0.42,1,1,1057.91,0.894,1.0649,84.69,1,SAFE
MILK_00175,good_cold,2026-05-16T14:00:00,14,5,1,119,mid,3.04,4.44,1.3,7.38,1.24,3.04,4.42,5.43,1.3556,12,0,0.0,0,0,533.01,-0.9453,1.0684,208.86,1,SAFE
MILK_00176,ideal_cold,2026-03-01T23:00:00,23,6,1,386,late,3.46,4.04,3.02,5.26,0.4,3.46,3.89,4.1,0.4103,0,0,0.0,0,0,1563.01,-0.2624,1.0079,0.0,1,SAFE
MILK_00177,ideal_cold,2026-03-16T21:00:00,21,0,0,53,fresh,3.96,4.04,3.22,4.9,0.36,3.96,3.81,3.95,0.3201,0,0,0.0,0,0,217.92,-0.0908,1.0237,281.74,1,SAFE
MILK_00178,short_excursion,2026-06-27T08:00:00,8,5,1,349,late,4.59,4.09,2.54,16.0,1.25,4.59,4.26,4.13,0.3959,5,5,1.43,1,5,1431.74,0.0739,1.0264,0.0,1,SAFE
MILK_00179,good_cold,2026-03-19T07:00:00,7,3,0,394,late,4.65,4.52,1.76,7.92,1.14,4.65,4.32,4.9,0.852,40,0,0.0,0,0,1786.55,-0.1859,1.0703,0.0,1,SAFE
MILK_00180,good_cold,2026-03-06T06:00:00,6,4,0,168,mid,4.86,4.55,1.81,7.84,1.17,4.86,4.93,4.72,1.3567,15,0,0.0,0,0,769.17,-0.1231,1.0777,154.95,1,SAFE
MILK_00181,chronic_mild_abuse,2026-01-10T14:00:00,14,5,1,85,mid,6.39,6.99,4.89,9.62,0.78,6.39,6.9,7.12,0.7047,78,8,9.41,8,1,601.09,-0.1522,1.4103,216.13,1,SAFE
MILK_00182,good_cold,2026-05-08T10:00:00,10,4,0,135,mid,4.65,4.52,1.75,7.28,1.12,4.65,4.79,4.35,0.8249,12,0,0.0,0,0,614.96,0.1297,1.0749,190.88,1,SAFE
MILK_00183,good_cold,2026-04-29T12:00:00,12,2,0,47,fresh,5.67,4.57,1.8,7.13,1.08,5.67,5.66,4.87,1.0087,4,0,0.0,0,0,219.37,0.4045,1.095,284.53,1,SAFE
MILK_00184,moderate_abuse,2026-06-11T02:00:00,2,3,0,332,late,11.08,9.91,6.08,14.09,1.38,11.08,11.39,10.59,1.1591,333,305,91.87,25,40,3301.54,0.2251,1.9431,0.0,0,UNSAFE
MILK_00185,ideal_cold,2026-07-14T05:00:00,5,1,0,377,late,4.08,3.94,2.96,4.97,0.37,4.08,3.79,3.94,0.2563,0,0,0.0,0,0,1488.51,-0.0639,0.9967,0.0,1,SAFE
MILK_00186,long_excursion,2026-04-24T06:00:00,6,4,0,263,late,3.55,4.58,2.4,22.49,2.92,3.55,4.38,4.11,0.8735,11,11,4.18,1,11,1209.64,-0.0901,1.1693,28.46,1,SAFE
MILK_00187,good_cold,2026-01-17T05:00:00,5,5,1,362,late,3.8,4.54,0.65,7.79,1.22,3.8,4.84,4.18,1.0027,45,0,0.0,0,0,1648.04,0.2848,1.0736,0.0,1,SAFE
MILK_00188,good_cold,2026-03-07T16:00:00,16,5,1,227,late,5.72,4.62,1.27,7.48,1.24,5.72,5.38,4.61,1.1708,30,0,0.0,0,0,1053.03,0.2359,1.085,89.71,1,SAFE
MILK_00189,chronic_mild_abuse,2026-05-28T20:00:00,20,3,0,366,late,7.35,7.02,4.26,9.48,0.82,7.35,7.79,7.59,0.6873,330,41,11.2,40,2,2576.79,-0.03,1.4031,0.0,0,UNSAFE
MILK_00190,good_cold,2026-05-24T18:00:00,18,6,1,35,fresh,4.48,4.51,2.3,6.78,1.23,4.48,4.46,3.66,0.9574,5,0,0.0,0,0,162.2,0.4062,1.0972,297.6,1,SAFE
MILK_00191,variable_chain,2026-04-30T04:00:00,4,3,0,72,fresh,4.76,5.23,0.5,9.61,2.33,4.76,4.7,4.65,1.4983,29,7,9.72,7,1,381.61,0.2103,1.1978,249.75,1,SAFE
MILK_00192,long_excursion,2026-06-30T23:00:00,23,1,0,247,late,5.08,4.96,2.67,22.46,3.59,5.08,4.17,4.39,0.632,17,17,6.88,1,17,1228.97,-0.1311,1.2647,23.62,0,UNSAFE
MILK_00193,long_excursion,2026-05-01T23:00:00,23,4,0,172,late,5.65,5.69,2.77,23.74,4.67,5.65,4.65,4.48,0.5616,20,20,11.63,1,20,984.29,0.1989,1.479,81.6,1,SAFE
MILK_00194,chronic_mild_abuse,2026-05-31T02:00:00,2,6,1,228,late,6.61,7.06,4.49,8.73,0.85,6.61,7.2,6.67,0.7205,202,36,15.79,29,3,1615.91,0.3457,1.4112,14.24,0,UNSAFE
MILK_00195,moderate_abuse,2026-05-06T09:00:00,9,2,0,91,mid,9.98,9.99,5.66,13.98,1.49,9.98,10.1,9.27,2.3812,91,83,91.21,10,22,919.07,-0.2812,1.9781,155.99,0,UNSAFE
MILK_00196,ideal_cold,2026-03-11T18:00:00,18,2,0,142,mid,3.37,3.97,2.98,4.93,0.39,3.37,3.86,3.79,0.2853,0,0,0.0,0,0,567.89,-0.0517,1.0048,193.32,1,SAFE
MILK_00197,severe_abuse,2026-05-20T22:00:00,22,2,0,151,late,15.32,14.19,8.26,20.43,2.29,15.32,16.66,15.45,2.2466,152,152,100.66,1,152,2156.59,0.8935,3.1803,0.0,0,UNSAFE
MILK_00198,short_excursion,2026-03-17T02:00:00,2,1,0,330,late,3.99,4.24,2.67,17.46,1.69,3.99,4.08,4.01,0.574,6,6,1.82,1,6,1402.15,0.2062,1.0573,0.0,1,SAFE
MILK_00199,good_cold,2026-03-30T22:00:00,22,0,0,375,late,4.85,4.55,1.28,8.11,1.21,4.85,5.17,5.03,0.5252,48,1,0.27,1,1,1709.51,-0.107,1.0742,0.0,1,SAFE
MILK_00200,moderate_abuse,2026-04-02T15:00:00,15,3,0,149,late,11.24,10.01,6.43,15.21,1.5,11.24,10.07,10.05,0.7472,150,139,93.29,11,38,1501.41,0.0433,1.9752,41.69,0,UNSAFE
MILK_00201,ideal_cold,2026-02-02T02:00:00,2,0,0,286,late,3.87,4.02,2.79,4.96,0.41,3.87,4.42,4.22,0.539,0,0,0.0,0,0,1152.53,-0.0513,1.0063,48.21,1,SAFE
MILK_00202,chronic_mild_abuse,2026-03-05T03:00:00,3,3,0,87,mid,6.92,7.01,4.42,9.2,0.83,6.92,6.98,7.03,0.5774,78,12,13.79,10,2,617.13,-0.0454,1.4142,212.96,1,SAFE
MILK_00203,variable_chain,2026-02-25T03:00:00,3,2,0,365,late,6.59,5.52,0.5,12.01,2.44,6.59,6.56,5.66,2.1545,148,60,16.44,50,3,2021.71,0.5254,1.2289,0.0,0,UNSAFE
MILK_00204,ideal_cold,2026-01-22T12:00:00,12,3,0,119,mid,3.48,4.02,2.97,4.89,0.38,3.48,4.18,3.98,0.454,0,0,0.0,0,0,482.71,-0.0666,1.0118,215.6,1,SAFE
MILK_00205,short_excursion,2026-04-04T19:00:00,19,5,1,218,late,4.46,4.35,2.5,20.09,2.24,4.46,4.4,3.82,0.6921,6,6,2.75,1,6,951.65,0.3663,1.0976,96.72,1,SAFE
MILK_00206,long_excursion,2026-02-24T06:00:00,6,1,0,41,fresh,3.67,8.75,3.19,23.25,6.74,3.67,9.39,11.74,6.4024,15,15,36.59,1,15,367.41,-3.2565,2.3493,239.68,1,SAFE
MILK_00207,good_cold,2026-07-10T21:00:00,21,4,0,309,late,4.71,4.54,0.66,7.67,1.27,4.71,5.2,4.68,1.1827,38,0,0.0,0,0,1407.6,-0.0683,1.0749,3.85,1,SAFE
MILK_00208,ideal_cold,2026-04-21T07:00:00,7,1,0,304,late,3.74,4.01,3.0,5.15,0.39,3.74,4.1,3.99,0.2901,0,0,0.0,0,0,1222.29,-0.0481,1.005,30.47,1,SAFE
MILK_00209,ideal_cold,2026-04-01T22:00:00,22,2,0,13,fresh,3.99,3.99,3.43,4.58,0.35,3.99,3.9,3.99,0.2766,0,0,0.0,0,0,55.85,-0.1169,1.0764,322.01,1,SAFE
MILK_00210,short_excursion,2026-04-27T00:00:00,0,0,0,395,late,4.24,4.19,2.3,18.34,1.59,4.24,3.97,3.94,0.259,7,7,1.77,1,7,1658.05,0.1154,1.0475,0.0,1,SAFE
MILK_00211,variable_chain,2026-06-05T21:00:00,21,4,0,386,late,7.25,5.53,0.5,13.56,2.4,7.25,7.18,5.5,2.5949,155,53,13.73,47,2,2140.4,0.398,1.2285,0.0,0,UNSAFE
MILK_00212,long_excursion,2026-05-10T09:00:00,9,6,1,122,mid,4.79,5.4,2.89,22.77,4.27,4.79,4.47,4.32,0.3541,13,13,10.66,1,13,664.61,0.1977,1.3896,166.47,1,SAFE
MILK_00213,long_excursion,2026-01-19T06:00:00,6,0,0,258,late,3.61,4.81,2.75,22.92,3.27,3.61,3.83,3.9,0.2831,14,14,5.43,1,14,1244.85,-0.1218,1.2217,20.79,1,SAFE
MILK_00214,short_excursion,2026-04-29T20:00:00,20,2,0,357,late,4.84,4.13,2.34,17.33,1.33,4.84,4.4,4.25,0.4276,4,4,1.12,1,4,1479.79,0.1374,1.0342,0.0,1,SAFE
MILK_00215,good_cold,2026-06-12T20:00:00,20,4,0,75,fresh,3.72,4.62,2.33,6.95,1.09,3.72,4.76,4.79,0.7278,9,0,0.0,0,0,350.82,0.0216,1.092,254.1,1,SAFE
MILK_00216,ideal_cold,2026-04-12T17:00:00,17,6,1,23,fresh,4.72,4.01,3.29,4.72,0.4,4.72,4.45,4.18,0.4626,0,0,0.0,0,0,96.27,0.3266,1.0458,311.95,1,SAFE
MILK_00217,ideal_cold,2026-07-01T10:00:00,10,2,0,298,late,4.02,3.98,2.89,4.98,0.37,4.02,3.87,3.99,0.1823,0,0,0.0,0,0,1189.28,-0.0578,1.0017,37.5,1,SAFE
MILK_00218,ideal_cold,2026-06-16T17:00:00,17,1,0,52,fresh,3.76,3.99,3.23,4.96,0.34,3.76,3.91,4.01,0.3317,0,0,0.0,0,0,211.65,-0.0007,1.0192,283.0,1,SAFE
MILK_00219,severe_abuse,2026-05-02T12:00:00,12,5,1,79,late,18.9,14.68,9.77,21.38,2.62,18.9,17.63,15.0,2.7591,80,80,101.27,1,80,1174.37,1.6148,3.4182,65.96,0,UNSAFE
MILK_00220,chronic_mild_abuse,2026-03-09T23:00:00,23,0,0,35,fresh,6.8,6.98,5.15,8.76,0.82,6.8,6.46,6.94,0.7892,31,3,8.57,3,1,251.39,-0.2738,1.4333,285.84,1,SAFE
MILK_00221,short_excursion,2026-03-03T23:00:00,23,1,0,177,mid,4.38,4.28,2.38,15.88,1.81,4.38,4.23,4.31,0.3396,5,5,2.82,1,5,761.0,-0.0299,1.0669,147.15,1,SAFE
MILK_00222,good_cold,2026-04-24T23:00:00,23,4,0,399,late,4.35,4.51,0.86,8.13,1.27,4.35,4.3,4.46,0.4696,50,1,0.25,1,1,1803.69,-0.2355,1.0705,0.0,1,SAFE
MILK_00223,long_excursion,2026-05-04T19:00:00,19,0,0,395,late,3.51,4.34,2.61,20.13,2.05,3.51,4.18,4.24,0.4632,10,10,2.53,1,10,1719.4,-0.0326,1.0849,0.0,1,SAFE
MILK_00224,ideal_cold,2026-05-19T20:00:00,20,1,0,19,fresh,3.86,4.05,2.9,4.97,0.41,3.86,3.95,3.88,0.1733,0,0,0.0,0,0,80.9,0.0194,1.0589,315.88,1,SAFE
MILK_00225,short_excursion,2026-03-07T17:00:00,17,5,1,189,mid,4.75,4.13,2.4,15.63,1.4,4.75,4.07,4.1,0.7636,3,3,1.59,1,3,784.82,-0.1072,1.0371,139.99,1,SAFE
MILK_00226,good_cold,2026-01-09T13:00:00,13,4,0,30,fresh,4.72,4.32,1.46,6.16,1.22,4.72,3.89,3.98,0.8636,2,0,0.0,0,0,133.85,-0.2109,1.0796,303.61,1,SAFE
MILK_00227,severe_abuse,2026-01-11T11:00:00,11,6,1,112,late,17.37,13.94,7.31,20.91,2.37,17.37,15.31,15.23,1.0721,113,111,99.11,3,47,1575.44,0.2513,3.1127,0.0,0,UNSAFE
MILK_00228,short_excursion,2026-03-06T20:00:00,20,4,0,88,mid,3.4,4.85,2.99,18.93,3.03,3.4,3.4,3.91,0.6437,6,6,6.82,1,6,431.94,-0.187,1.2065,229.83,1,SAFE
MILK_00229,chronic_mild_abuse,2026-03-10T00:00:00,0,1,0,298,late,6.73,6.95,4.9,8.98,0.82,6.73,7.01,6.7,0.618,258,29,9.73,26,2,2077.67,0.2603,1.3928,0.0,0,UNSAFE
MILK_00230,good_cold,2026-03-22T19:00:00,19,6,1,368,late,3.13,4.4,0.91,7.74,1.13,3.13,3.33,4.01,0.778,29,0,0.0,0,0,1623.17,-0.4181,1.0557,0.0,1,SAFE
MILK_00231,ideal_cold,2026-06-09T18:00:00,18,1,0,95,fresh,4.38,3.92,2.81,4.71,0.4,4.38,4.3,4.22,0.2029,0,0,0.0,0,0,375.89,0.0286,1.0021,240.8,1,SAFE
MILK_00232,chronic_mild_abuse,2026-02-15T13:00:00,13,6,1,392,late,8.69,6.92,4.75,9.18,0.84,8.69,7.67,7.5,1.1391,336,37,9.44,36,2,2720.85,-0.0532,1.3881,0.0,0,UNSAFE
MILK_00233,long_excursion,2026-02-04T19:00:00,19,2,0,169,mid,4.12,4.78,2.78,20.76,3.31,4.12,3.79,4.01,0.4251,9,9,5.33,1,9,812.7,-0.208,1.224,129.15,1,SAFE
MILK_00234,short_excursion,2026-07-06T04:00:00,4,0,0,304,late,3.77,4.19,2.31,17.95,1.77,3.77,4.32,4.31,0.3514,6,6,1.97,1,6,1277.48,-0.0211,1.055,15.29,1,SAFE
MILK_00235,good_cold,2026-06-03T22:00:00,22,2,0,48,fresh,6.3,4.55,0.6,7.52,1.33,6.3,4.82,5.12,1.2952,7,0,0.0,0,0,223.11,-0.349,1.0963,283.38,1,SAFE
MILK_00236,good_cold,2026-03-17T22:00:00,22,1,0,331,late,4.06,4.36,0.92,8.03,1.16,4.06,4.57,4.42,0.9523,25,1,0.3,1,1,1448.62,-0.2547,1.0525,0.0,1,SAFE
MILK_00237,ideal_cold,2026-04-04T03:00:00,3,5,1,366,late,3.54,4.02,2.93,5.16,0.42,3.54,3.89,4.06,0.5421,0,0,0.0,0,0,1474.77,-0.2573,1.0058,0.0,1,SAFE
MILK_00238,chronic_mild_abuse,2026-02-13T23:00:00,23,4,0,317,late,8.28,7.11,4.87,9.09,0.75,8.28,7.51,7.27,0.5392,296,36,11.36,31,2,2259.43,0.2002,1.4158,0.0,0,UNSAFE
MILK_00239,good_cold,2026-04-01T00:00:00,0,2,0,31,fresh,3.96,4.55,0.82,6.8,1.17,3.96,5.2,5.19,1.0867,3,0,0.0,0,0,145.74,-0.0214,1.106,301.71,1,SAFE
MILK_00240,good_cold,2026-06-29T00:00:00,0,0,0,229,late,3.9,4.63,1.93,7.76,1.2,3.9,4.07,4.42,0.5401,28,0,0.0,0,0,1064.35,-0.3425,1.0855,87.43,1,SAFE
MILK_00241,short_excursion,2026-05-12T17:00:00,17,1,0,45,fresh,3.81,5.37,3.13,19.64,3.88,3.81,4.17,3.83,0.5313,5,5,11.11,1,5,246.92,0.086,1.3535,275.09,1,SAFE
