milk_id,timestamp,storage_hours,current_temperature_c,avg_temperature_c,min_temperature_c,max_temperature_c,temperature_std_c,time_above_6c_hours,time_above_8c_hours,num_temperature_excursions,longest_excursion_hours,cumulative_temperature_exposure,temperature_trend,remaining_shelf_life_hours,safety_status
MILK_00197,2026-08-08T03:00:00,79,2.06,2.18,1.68,2.94,0.6,0,0,0,0,172.48,0.0497,0.0,UNSAFE
MILK_00198,2026-08-01T05:00:00,37,0.86,0.7,0.08,1.92,1.05,0,0,0,0,25.73,-1.3668,48.34,SAFE
MILK_00199,2026-08-25T12:00:00,48,9.24,7.52,6.46,10.96,1.79,7,3,2,3,360.93,1.4785,31.59,UNSAFE
MILK_00200,2026-08-28T05:00:00,120,4.69,4.92,3.19,5.64,2.17,0,0,0,0,590.82,-1.4937,0.0,UNSAFE
MILK_00201,2026-08-25T21:00:00,7,7.61,6.66,4.34,10.02,0.39,5,2,1,1,46.63,-0.2432,123.71,UNSAFE
MILK_00202,2026-08-21T01:00:00,114,2.46,1.97,1.05,2.96,0.47,0,0,0,0,224.49,-0.9845,36.62,SAFE
MILK_00203,2026-08-23T05:00:00,89,11.95,7.28,5.22,14.03,1.27,4,2,1,2,647.92,0.2316,48.74,UNSAFE
MILK_00204,2026-08-20T13:00:00,142,4.92,4.93,3.97,5.19,1.52,0,0,0,0,699.54,-0.8212,0.0,UNSAFE
MILK_00205,2026-08-14T12:00:00,97,6.68,7.56,5.82,6.72,1.79,27,0,1,12,733.18,0.5652,0.0,UNSAFE
MILK_00206,2026-08-27T16:00:00,58,0.58,0.73,0.32,1.72,2.0,0,0,0,0,42.33,0.288,66.86,SAFE
MILK_00207,2026-08-26T09:00:00,89,9.52,6.24,4.9,9.84,1.27,36,2,4,14,555.25,-1.4174,0.0,UNSAFE
MILK_00208,2026-08-12T15:00:00,27,3.0,2.95,2.04,3.46,0.99,0,0,0,0,79.76,-0.3756,115.75,SAFE
MILK_00209,2026-08-14T07:00:00,167,0.79,0.9,0.77,1.21,0.92,0,0,0,0,149.96,0.1242,0.0,UNSAFE
MILK_00210,2026-08-17T14:00:00,91,11.02,5.76,4.24,11.93,0.53,49,27,1,40,524.32,0.0223,31.38,UNSAFE
MILK_00211,2026-08-18T11:00:00,167,3.2,2.9,2.14,4.1,1.6,0,0,0,0,484.74,0.2081,0.0,UNSAFE
MILK_00212,2026-08-07T00:00:00,66,2.07,2.11,1.14,2.53,1.54,0,0,0,0,139.41,-0.4396,76.01,SAFE
MILK_00213,2026-08-02T03:00:00,125,0.69,0.87,0.74,1.62,0.46,0,0,0,0,108.91,-0.112,0.0,UNSAFE
MILK_00214,2026-08-15T12:00:00,145,4.81,4.24,2.6,5.02,1.55,0,0,0,0,615.06,1.2562,0.0,UNSAFE
MILK_00215,2026-08-22T18:00:00,150,1.96,2.07,1.24,2.99,0.58,0,0,0,0,309.83,-1.1722,10.99,SAFE
MILK_00216,2026-08-14T04:00:00,142,6.47,7.53,5.51,7.81,0.63,55,0,4,2,1069.81,0.7021,0.0,UNSAFE
MILK_00217,2026-08-16T19:00:00,106,5.66,5.16,3.86,6.39,0.12,49,0,4,15,546.72,1.4935,0.0,UNSAFE
MILK_00218,2026-08-23T03:00:00,140,4.37,4.5,3.01,5.14,2.22,0,0,0,0,630.22,0.6001,0.0,UNSAFE
MILK_00219,2026-08-12T23:00:00,121,2.77,2.29,1.7,2.82,2.04,0,0,0,0,277.45,1.3431,0.0,UNSAFE
MILK_00220,2026-08-29T15:00:00,88,0.75,0.75,0.02,1.97,0.45,0,0,0,0,66.38,0.6303,16.01,SAFE
MILK_00221,2026-08-07T08:00:00,145,1.47,1.12,1.0,1.59,1.24,0,0,0,0,162.06,-0.8219,5.74,SAFE
MILK_00222,2026-08-30T08:00:00,101,2.64,2.26,1.71,3.6,1.19,0,0,0,0,228.33,0.9643,0.0,UNSAFE
MILK_00223,2026-08-20T02:00:00,88,1.27,1.08,0.47,1.58,0.44,0,0,0,0,94.82,0.826,0.0,UNSAFE
MILK_00224,2026-08-15T21:00:00,48,2.58,2.13,1.75,3.28,0.55,0,0,0,0,102.33,0.849,106.32,SAFE
MILK_00225,2026-08-18T19:00:00,150,4.99,4.5,3.87,5.93,0.34,0,0,0,0,674.67,-0.4193,0.0,UNSAFE
MILK_00226,2026-08-26T06:00:00,53,11.36,5.74,3.98,14.09,1.72,3,2,3,2,303.97,-1.1519,43.82,UNSAFE
MILK_00227,2026-08-05T04:00:00,43,7.18,5.11,2.76,7.57,0.82,33,0,3,2,219.89,-1.1839,85.06,UNSAFE
MILK_00228,2026-08-29T16:00:00,84,2.01,1.72,1.29,2.34,2.16,0,0,0,0,144.42,-0.9419,14.5,SAFE
MILK_00229,2026-08-13T11:00:00,121,3.37,3.6,2.78,4.61,1.56,0,0,0,0,435.69,-0.6141,5.56,SAFE
MILK_00230,2026-08-20T13:00:00,124,2.63,2.52,2.24,3.62,0.3,0,0,0,0,312.86,-1.371,0.0,UNSAFE
MILK_00231,2026-08-25T16:00:00,131,0.83,1.02,0.1,1.46,0.15,0,0,0,0,133.31,-1.1269,0.0,UNSAFE
MILK_00232,2026-08-15T18:00:00,68,2.46,1.97,1.01,2.72,1.05,0,0,0,0,134.22,0.7869,25.84,SAFE
MILK_00233,2026-08-09T00:00:00,37,3.33,3.4,2.96,3.61,0.39,0,0,0,0,125.94,-0.7033,83.84,SAFE
MILK_00234,2026-08-09T19:00:00,130,1.65,1.52,1.15,1.62,1.42,0,0,0,0,197.66,1.1378,0.0,UNSAFE
MILK_00235,2026-08-17T09:00:00,139,4.65,3.96,2.11,4.81,0.65,0,0,0,0,550.97,-0.7602,4.24,CAUTION
MILK_00236,2026-08-23T10:00:00,80,3.66,4.1,3.11,5.3,1.65,0,0,0,0,328.27,0.1839,29.01,SAFE
MILK_00237,2026-08-07T03:00:00,122,5.8,6.07,5.16,6.12,2.05,28,0,3,8,740.95,0.4079,12.03,CAUTION
MILK_00238,2026-08-28T12:00:00,49,3.44,3.65,3.41,3.83,1.29,0,0,0,0,178.61,-0.8092,73.14,SAFE
MILK_00239,2026-08-13T11:00:00,51,8.19,7.8,5.55,11.08,2.04,28,5,2,2,397.61,-0.121,29.84,UNSAFE
MILK_00240,2026-08-07T06:00:00,9,11.89,7.17,5.69,14.45,0.36,4,2,2,3,64.55,0.4096,54.83,UNSAFE
MILK_00241,2026-08-14T18:00:00,154,1.21,0.72,-0.13,0.84,2.28,0,0,0,0,110.74,1.3311,12.09,SAFE
MILK_00242,2026-08-16T15:00:00,164,7.05,5.91,4.41,9.21,1.2,69,42,4,59,968.85,0.844,0.0,UNSAFE
MILK_00243,2026-08-24T12:00:00,63,5.63,4.7,3.93,6.44,1.85,27,0,1,13,295.98,-1.2138,83.25,CAUTION
MILK_00244,2026-08-04T13:00:00,49,3.53,4.03,3.24,4.19,1.63,0,0,0,0,197.36,-1.2278,72.38,SAFE
MILK_00245,2026-08-02T17:00:00,75,2.55,3.05,2.43,3.69,1.68,0,0,0,0,228.39,-0.7788,6.2,SAFE
MILK_00246,2026-08-28T13:00:00,18,1.23,0.77,0.51,0.92,1.73,0,0,0,0,13.82,-0.8253,74.71,SAFE
MILK_00247,2026-08-22T13:00:00,95,1.58,1.92,1.43,2.22,2.37,0,0,0,0,182.07,1.1777,45.13,SAFE
MILK_00248,2026-08-24T09:00:00,80,1.18,1.27,0.87,1.63,0.18,0,0,0,0,101.33,0.4081,57.49,SAFE
MILK_00249,2026-08-09T20:00:00,147,0.81,1.14,0.39,1.31,1.95,0,0,0,0,167.64,0.464,0.0,UNSAFE
MILK_00250,2026-08-27T06:00:00,91,1.9,1.44,0.65,1.72,1.52,0,0,0,0,131.11,-1.316,46.38,SAFE
MILK_00251,2026-08-22T16:00:00,34,0.53,0.47,0.32,1.81,2.42,0,0,0,0,16.01,-0.8271,69.83,SAFE
MILK_00252,2026-08-23T06:00:00,142,1.5,1.32,0.49,2.42,0.4,0,0,0,0,188.15,-0.4891,0.0,UNSAFE
MILK_00253,2026-08-13T04:00:00,37,9.3,4.6,2.77,10.44,1.8,29,2,3,27,170.14,-0.998,45.17,UNSAFE
MILK_00254,2026-08-19T01:00:00,50,5.54,4.7,3.43,6.06,2.43,8,0,1,1,234.79,-0.1536,56.8,CAUTION
MILK_00255,2026-08-04T15:00:00,21,8.13,4.12,2.84,8.29,0.91,18,10,3,13,86.59,1.4356,95.37,UNSAFE
MILK_00256,2026-08-15T21:00:00,64,3.09,3.33,3.21,3.97,0.4,0,0,0,0,213.05,0.8926,37.56,SAFE
MILK_00257,2026-08-26T07:00:00,17,5.05,5.11,3.8,5.59,1.31,0,0,0,0,86.89,0.6554,130.31,CAUTION
MILK_00258,2026-08-06T09:00:00,134,4.85,4.05,3.32,5.72,1.6,0,0,0,0,542.84,-0.5504,0.0,UNSAFE
MILK_00259,2026-08-16T01:00:00,12,3.59,3.94,3.27,5.41,1.72,0,0,0,0,47.25,-1.3445,86.35,SAFE
MILK_00260,2026-08-09T15:00:00,52,2.55,2.38,1.92,3.51,0.69,0,0,0,0,123.98,-0.4324,24.03,SAFE
MILK_00261,2026-08-11T00:00:00,114,1.18,1.06,0.25,2.53,1.62,0,0,0,0,120.76,-0.903,26.08,SAFE
MILK_00262,2026-08-23T12:00:00,17,1.41,1.34,1.18,2.82,2.45,0,0,0,0,22.85,-1.1906,129.29,SAFE
MILK_00263,2026-08-30T08:00:00,93,2.42,2.13,1.96,2.95,0.59,0,0,0,0,197.69,-0.0509,39.89,SAFE
MILK_00264,2026-08-09T14:00:00,110,23.81,18.46,13.61,23.96,1.13,33,21,1,18,2030.81,0.5874,0.0,UNSAFE
MILK_00265,2026-08-12T04:00:00,95,2.72,2.8,2.48,3.64,2.18,0,0,0,0,266.13,1.3402,0.0,UNSAFE
MILK_00266,2026-08-05T15:00:00,158,5.78,5.08,3.53,6.37,0.22,28,0,4,15,802.9,0.3825,6.43,CAUTION
MILK_00267,2026-08-07T14:00:00,122,5.5,4.83,3.58,6.17,1.14,54,0,4,24,588.88,-1.2221,9.65,CAUTION
MILK_00268,2026-08-14T00:00:00,121,2.45,2.56,2.24,3.55,0.59,0,0,0,0,309.58,0.462,0.0,UNSAFE
MILK_00269,2026-08-02T12:00:00,153,1.67,1.19,0.27,1.4,1.2,0,0,0,0,182.15,0.6982,0.0,UNSAFE
MILK_00270,2026-08-21T04:00:00,14,24.52,22.83,18.03,26.16,1.99,7,2,2,6,319.63,-0.3077,0.0,UNSAFE
MILK_00271,2026-08-13T19:00:00,35,8.07,7.46,4.74,10.81,1.99,22,9,1,15,261.13,-0.137,42.3,UNSAFE
MILK_00272,2026-08-20T11:00:00,157,3.22,3.01,2.89,3.74,1.52,0,0,0,0,473.2,-0.2771,0.0,UNSAFE
MILK_00273,2026-08-01T20:00:00,36,2.85,2.36,1.43,3.04,0.49,0,0,0,0,85.11,-1.2885,92.91,SAFE
MILK_00274,2026-08-20T22:00:00,148,10.14,4.44,2.82,11.01,1.16,19,16,3,2,657.38,0.1601,0.0,UNSAFE
MILK_00275,2026-08-07T11:00:00,136,9.83,5.49,4.03,10.64,0.35,40,34,3,8,747.19,-0.3218,14.37,UNSAFE
MILK_00276,2026-08-26T03:00:00,144,4.93,4.85,3.34,5.09,1.83,0,0,0,0,698.45,-0.3456,0.0,UNSAFE
MILK_00277,2026-08-13T21:00:00,124,9.24,7.16,5.07,10.13,0.15,64,7,1,23,887.56,-1.0028,0.0,UNSAFE
MILK_00278,2026-08-16T13:00:00,102,0.69,0.58,0.28,1.01,1.47,0,0,0,0,59.32,1.4587,0.0,UNSAFE
MILK_00279,2026-08-23T14:00:00,146,4.88,5.01,4.02,5.09,2.19,0,0,0,0,731.89,0.3943,0.0,UNSAFE
MILK_00280,2026-08-04T11:00:00,102,1.61,1.26,0.97,2.32,1.94,0,0,0,0,128.07,0.5367,55.1,SAFE
MILK_00281,2026-08-29T13:00:00,130,5.73,5.74,3.91,6.14,1.75,1,0,3,1,746.04,-0.7402,25.66,CAUTION
MILK_00282,2026-08-25T15:00:00,141,1.6,1.89,1.63,2.62,1.07,0,0,0,0,266.85,-0.047,0.0,UNSAFE
MILK_00283,2026-08-13T07:00:00,109,1.43,1.13,0.6,1.29,1.4,0,0,0,0,123.7,1.4042,14.2,SAFE
MILK_00284,2026-08-20T10:00:00,13,3.15,3.09,2.48,4.58,1.17,0,0,0,0,40.12,-1.29,142.0,SAFE
MILK_00285,2026-08-19T06:00:00,119,1.72,1.26,0.33,1.85,0.62,0,0,0,0,150.49,0.4851,0.0,UNSAFE
MILK_00286,2026-08-01T03:00:00,135,9.34,4.27,2.1,11.64,1.35,49,10,4,1,575.89,-0.4494,18.77,UNSAFE
MILK_00287,2026-08-12T14:00:00,111,1.79,1.45,0.8,1.91,1.67,0,0,0,0,160.75,1.1674,36.78,SAFE
MILK_00288,2026-08-19T23:00:00,27,2.86,2.64,2.25,3.02,1.54,0,0,0,0,71.15,1.0845,86.69,SAFE
MILK_00289,2026-08-22T17:00:00,125,5.21,4.41,3.24,5.65,2.01,0,0,0,0,551.42,-0.6842,0.0,UNSAFE
MILK_00290,2026-08-08T22:00:00,157,4.72,4.12,2.58,4.91,1.67,0,0,0,0,646.97,0.9713,0.0,UNSAFE
MILK_00291,2026-08-24T07:00:00,138,3.74,4.03,3.26,5.21,1.14,0,0,0,0,556.36,-1.4066,0.0,UNSAFE
MILK_00292,2026-08-02T00:00:00,147,2.34,1.88,1.49,2.91,0.58,0,0,0,0,276.09,0.0426,0.0,UNSAFE
MILK_00293,2026-08-14T02:00:00,112,2.97,3.28,2.31,4.37,2.5,0,0,0,0,367.49,-0.5201,43.91,SAFE
MILK_00294,2026-08-25T04:00:00,144,22.72,18.24,15.85,23.55,2.24,29,9,1,3,2626.86,1.0475,0.0,UNSAFE
MILK_00295,2026-08-01T12:00:00,154,4.69,3.89,3.38,5.2,1.6,0,0,0,0,598.44,1.0933,0.0,UNSAFE
MILK_00296,2026-08-18T10:00:00,166,8.71,6.83,5.37,9.88,2.18,27,13,3,17,1133.71,-0.3626,0.0,UNSAFE
MILK_00297,2026-08-15T19:00:00,144,3.6,3.61,2.76,5.03,1.73,0,0,0,0,519.23,-0.3806,21.2,SAFE
MILK_00298,2026-08-06T00:00:00,84,5.42,5.4,4.66,5.7,2.04,0,0,0,0,453.39,-0.2585,0.0,UNSAFE
MILK_00299,2026-08-02T06:00:00,97,3.63,3.19,3.07,4.25,1.78,0,0,0,0,309.57,1.0145,61.53,SAFE
MILK_00300,2026-08-29T19:00:00,90,1.83,1.48,1.13,2.38,0.29,0,0,0,0,133.19,0.7217,0.0,UNSAFE
MILK_00301,2026-08-18T19:00:00,118,1.26,1.68,1.36,2.64,1.68,0,0,0,0,197.92,-0.8663,0.0,UNSAFE
MILK_00302,2026-08-27T13:00:00,33,4.64,4.85,4.3,5.64,1.76,0,0,0,0,160.0,0.3091,63.53,CAUTION
MILK_00303,2026-08-29T05:00:00,130,1.65,1.58,0.88,2.24,2.35,0,0,0,0,205.68,-1.2447,0.0,UNSAFE
MILK_00304,2026-08-03T03:00:00,36,2.05,1.82,1.57,2.06,1.37,0,0,0,0,65.4,1.4559,91.97,SAFE
MILK_00305,2026-08-04T10:00:00,2,1.18,1.31,1.2,1.72,0.72,0,0,0,0,2.63,-0.434,102.35,SAFE
MILK_00306,2026-08-02T21:00:00,36,6.97,5.37,4.06,9.56,0.34,25,12,3,4,193.34,0.9879,107.02,UNSAFE
MILK_00307,2026-08-10T02:00:00,53,1.08,1.45,0.46,2.17,2.07,0,0,0,0,76.87,-1.3291,39.09,SAFE
MILK_00308,2026-08-14T18:00:00,122,5.37,5.53,4.56,6.23,0.4,55,0,4,1,675.06,0.1877,20.04,CAUTION
MILK_00309,2026-08-15T03:00:00,110,5.41,5.39,3.69,5.52,0.89,0,0,0,0,593.17,-0.138,0.0,UNSAFE
MILK_00310,2026-08-04T18:00:00,33,22.53,21.41,17.94,23.69,1.07,30,4,3,9,706.41,1.4107,0.0,UNSAFE
MILK_00311,2026-08-05T23:00:00,143,1.84,2.24,1.63,3.19,1.47,0,0,0,0,321.01,-1.071,0.0,UNSAFE
MILK_00312,2026-08-24T22:00:00,62,2.34,2.68,2.42,3.9,0.16,0,0,0,0,166.32,-0.7421,82.96,SAFE
MILK_00313,2026-08-16T15:00:00,99,9.78,6.4,4.65,9.94,0.46,25,23,1,12,633.71,-0.125,18.36,UNSAFE
MILK_00314,2026-08-09T17:00:00,35,3.5,3.47,2.68,4.22,1.58,0,0,0,0,121.31,0.7813,61.62,SAFE
MILK_00315,2026-08-22T02:00:00,157,2.84,2.81,2.03,3.86,0.92,0,0,0,0,441.56,0.0317,0.0,UNSAFE
MILK_00316,2026-08-28T07:00:00,86,0.67,0.2,-0.29,1.07,2.49,0,0,0,0,17.26,0.888,22.18,SAFE
MILK_00317,2026-08-07T11:00:00,57,3.05,3.47,2.54,3.83,1.01,0,0,0,0,197.63,0.9043,33.82,SAFE
MILK_00318,2026-08-23T12:00:00,21,7.5,6.71,3.85,9.2,0.98,15,4,2,2,140.9,-0.5459,55.34,UNSAFE
MILK_00319,2026-08-09T18:00:00,56,0.64,0.77,0.09,1.71,0.86,0,0,0,0,43.35,1.0443,61.46,SAFE
MILK_00320,2026-08-27T13:00:00,124,1.43,1.89,1.15,2.01,0.93,0,0,0,0,234.69,-0.1931,34.14,SAFE
MILK_00321,2026-08-09T08:00:00,24,3.3,2.89,2.31,4.38,0.55,0,0,0,0,69.42,-0.3825,92.57,SAFE
MILK_00322,2026-08-02T20:00:00,16,2.46,2.11,1.61,3.57,0.55,0,0,0,0,33.83,-1.4849,58.88,SAFE
MILK_00323,2026-08-28T03:00:00,109,1.08,0.88,-0.07,1.14,0.12,0,0,0,0,95.81,-0.8627,42.85,SAFE
MILK_00324,2026-08-13T08:00:00,68,11.38,7.64,5.25,12.33,1.16,63,51,3,54,519.3,0.6891,43.1,UNSAFE
MILK_00325,2026-08-15T13:00:00,20,5.9,5.11,3.66,6.64,0.38,18,0,2,13,102.21,0.1401,75.46,CAUTION
MILK_00326,2026-08-28T22:00:00,138,5.35,5.7,4.71,5.75,0.3,0,0,0,0,786.04,-0.7382,16.62,CAUTION
MILK_00327,2026-08-03T23:00:00,13,0.8,0.89,-0.02,1.31,1.87,0,0,0,0,11.56,-1.4027,90.62,SAFE
MILK_00328,2026-08-16T23:00:00,18,2.37,2.17,1.33,3.58,2.0,0,0,0,0,39.07,-1.4047,91.54,SAFE
MILK_00329,2026-08-08T04:00:00,25,0.59,0.61,-0.38,1.02,0.71,0,0,0,0,15.34,0.2329,112.24,SAFE
MILK_00330,2026-08-25T16:00:00,138,1.66,1.52,1.12,2.75,0.47,0,0,0,0,209.8,1.0038,0.0,UNSAFE
MILK_00331,2026-08-28T09:00:00,95,0.96,1.04,0.23,2.2,0.83,0,0,0,0,98.53,1.2977,30.69,SAFE
MILK_00332,2026-08-29T00:00:00,115,0.61,0.58,0.34,1.25,1.59,0,0,0,0,67.09,-0.5037,1.55,SAFE
MILK_00333,2026-08-26T08:00:00,38,2.19,2.46,1.74,2.63,0.95,0,0,0,0,93.64,0.152,101.35,SAFE
MILK_00334,2026-08-26T00:00:00,137,4.81,4.19,3.16,4.92,1.38,0,0,0,0,574.38,0.1133,0.0,UNSAFE
MILK_00335,2026-08-07T12:00:00,49,4.16,4.52,3.69,4.31,2.21,0,0,0,0,221.3,0.1711,32.52,CAUTION
MILK_00336,2026-08-16T01:00:00,123,22.66,23.32,18.57,24.53,0.86,7,5,2,1,2868.0,-0.6429,0.0,UNSAFE
MILK_00337,2026-08-14T07:00:00,150,4.12,4.53,3.87,4.35,2.3,0,0,0,0,679.51,-0.7465,10.02,CAUTION
MILK_00338,2026-08-15T12:00:00,86,2.39,2.22,1.87,2.37,1.81,0,0,0,0,190.6,0.5901,49.57,SAFE
MILK_00339,2026-08-08T00:00:00,36,10.94,5.76,4.0,11.34,0.74,1,1,3,1,207.44,1.471,76.28,UNSAFE
MILK_00340,2026-08-29T03:00:00,31,4.52,3.98,2.86,5.07,0.41,0,0,0,0,123.5,0.1963,62.23,CAUTION
MILK_00341,2026-08-24T21:00:00,121,4.75,4.95,4.22,4.8,0.49,0,0,0,0,599.49,-0.7986,0.0,UNSAFE
MILK_00342,2026-08-26T01:00:00,163,1.26,1.63,1.15,3.03,0.61,0,0,0,0,266.06,-0.24,0.0,UNSAFE
MILK_00343,2026-08-26T17:00:00,123,24.34,19.88,15.79,24.84,1.05,39,11,2,27,2445.52,1.4214,0.0,UNSAFE
MILK_00344,2026-08-12T05:00:00,92,1.91,2.24,1.94,3.47,0.72,0,0,0,0,205.95,-1.2372,0.0,UNSAFE
MILK_00345,2026-08-06T19:00:00,9,4.65,4.07,2.57,4.98,1.28,0,0,0,0,36.59,-0.1737,78.57,CAUTION
MILK_00346,2026-08-12T20:00:00,89,2.39,2.69,2.45,3.86,1.86,0,0,0,0,239.68,-0.4603,2.57,SAFE
MILK_00347,2026-08-04T18:00:00,29,9.55,5.35,3.86,11.96,0.72,26,11,2,6,155.15,1.1583,48.15,UNSAFE
MILK_00348,2026-08-21T04:00:00,138,5.67,5.26,3.65,5.82,0.3,0,0,0,0,726.12,-1.3952,26.26,CAUTION
MILK_00349,2026-08-01T21:00:00,75,0.89,0.56,-0.23,1.15,2.18,0,0,0,0,41.71,-0.6317,67.45,SAFE
MILK_00350,2026-08-19T13:00:00,69,1.59,1.65,1.37,2.94,1.13,0,0,0,0,114.14,-0.6632,57.2,SAFE
MILK_00351,2026-08-03T23:00:00,101,1.34,1.31,1.03,2.1,0.6,0,0,0,0,132.09,0.7961,31.15,SAFE
MILK_00352,2026-08-26T23:00:00,18,3.73,3.91,3.51,5.19,2.23,0,0,0,0,70.29,1.3318,90.76,SAFE
MILK_00353,2026-08-01T03:00:00,1,0.97,0.49,-0.46,1.24,1.6,0,0,0,0,0.49,0.7412,129.5,SAFE
MILK_00354,2026-08-02T19:00:00,22,5.71,4.78,3.77,6.45,1.53,3,0,1,2,105.19,-0.2659,82.54,CAUTION
MILK_00355,2026-08-26T06:00:00,81,10.07,6.9,4.63,11.55,2.42,64,32,3,36,558.66,-1.3487,32.39,UNSAFE
MILK_00356,2026-08-03T16:00:00,101,3.53,3.43,2.69,3.73,1.84,0,0,0,0,346.79,0.8543,18.73,SAFE
MILK_00357,2026-08-19T03:00:00,52,9.73,6.32,3.81,10.49,0.62,33,24,3,1,328.89,0.4855,28.66,UNSAFE
MILK_00358,2026-08-20T22:00:00,93,0.94,0.54,-0.39,1.8,0.86,0,0,0,0,50.08,1.1828,9.96,SAFE
MILK_00359,2026-08-09T15:00:00,50,6.18,5.29,3.99,7.84,1.4,47,0,3,24,264.55,1.0535,23.15,UNSAFE
MILK_00360,2026-08-17T11:00:00,64,4.84,4.2,3.23,4.93,0.29,0,0,0,0,268.74,0.9892,101.01,CAUTION
MILK_00361,2026-08-13T03:00:00,15,3.44,3.41,2.88,3.95,1.07,0,0,0,0,51.08,0.5175,137.75,SAFE
MILK_00362,2026-08-10T10:00:00,23,4.34,4.21,2.66,5.04,2.03,0,0,0,0,96.87,-0.2222,141.94,CAUTION
MILK_00363,2026-08-03T18:00:00,131,5.56,5.02,3.32,6.05,0.57,69,0,1,33,657.56,-1.1234,15.57,CAUTION
MILK_00364,2026-08-17T05:00:00,15,0.85,0.93,0.62,1.8,0.81,0,0,0,0,14.01,1.2976,82.11,SAFE
MILK_00365,2026-08-09T03:00:00,67,5.34,4.57,3.25,6.32,1.85,43,0,2,8,306.29,-0.4055,36.69,CAUTION
MILK_00366,2026-08-17T16:00:00,60,22.06,19.89,15.6,22.18,0.83,38,12,4,26,1193.68,1.3996,0.0,UNSAFE
MILK_00367,2026-08-17T12:00:00,132,2.41,2.26,1.74,3.5,1.31,0,0,0,0,298.15,-1.0142,19.59,SAFE
MILK_00368,2026-08-30T22:00:00,76,1.82,1.44,0.96,2.77,1.57,0,0,0,0,109.25,0.3493,17.96,SAFE
MILK_00369,2026-08-12T21:00:00,77,2.91,2.55,2.28,2.92,1.54,0,0,0,0,196.04,0.2452,62.27,SAFE
MILK_00370,2026-08-11T03:00:00,22,1.04,1.27,1.12,1.66,0.2,0,0,0,0,27.97,-0.4091,102.73,SAFE
MILK_00371,2026-08-04T11:00:00,43,2.25,2.43,2.19,3.36,0.81,0,0,0,0,104.37,-1.0696,36.27,SAFE
MILK_00372,2026-08-13T23:00:00,100,3.6,3.86,3.01,4.78,0.86,0,0,0,0,385.57,0.8742,15.96,SAFE
MILK_00373,2026-08-11T19:00:00,52,2.74,2.56,2.17,4.04,1.83,0,0,0,0,133.23,-1.3791,39.46,SAFE
MILK_00374,2026-08-16T11:00:00,97,24.02,20.89,16.04,25.64,0.92,1,1,1,1,2026.1,1.1216,0.0,UNSAFE
MILK_00375,2026-08-01T17:00:00,20,1.12,1.08,0.17,2.24,0.22,0,0,0,0,21.68,0.9615,91.66,SAFE
MILK_00376,2026-08-18T15:00:00,59,9.37,7.3,4.73,11.27,0.13,51,1,1,21,430.92,-0.7578,61.87,UNSAFE
MILK_00377,2026-08-01T15:00:00,137,10.75,5.13,3.05,13.26,0.29,12,5,1,3,703.28,-0.1745,0.0,UNSAFE
MILK_00378,2026-08-12T22:00:00,86,1.76,2.1,1.55,2.41,0.16,0,0,0,0,180.8,0.1599,58.98,SAFE
MILK_00379,2026-08-30T20:00:00,34,0.87,1.29,0.45,2.48,1.4,0,0,0,0,43.94,0.4367,40.19,SAFE
MILK_00380,2026-08-29T09:00:00,141,0.75,0.42,0.21,0.7,1.73,0,0,0,0,59.87,-1.0018,0.0,UNSAFE
MILK_00381,2026-08-21T17:00:00,122,3.56,3.15,2.45,3.65,1.71,0,0,0,0,384.75,0.4255,17.72,SAFE
MILK_00382,2026-08-15T16:00:00,70,1.61,1.28,0.32,1.52,1.42,0,0,0,0,89.87,1.3895,7.51,SAFE
MILK_00383,2026-08-15T17:00:00,29,2.54,2.25,2.04,3.17,2.31,0,0,0,0,65.12,-1.2818,104.47,SAFE
MILK_00384,2026-08-11T11:00:00,131,22.72,23.25,20.57,24.38,1.61,44,35,1,9,3045.21,0.719,0.0,UNSAFE
MILK_00385,2026-08-22T22:00:00,63,0.72,0.41,-0.5,1.85,1.1,0,0,0,0,25.55,0.1458,76.33,SAFE
MILK_00386,2026-08-16T14:00:00,167,2.73,2.63,2.38,2.91,1.47,0,0,0,0,438.38,-0.1978,0.0,UNSAFE
MILK_00387,2026-08-13T06:00:00,60,2.91,3.11,2.17,4.04,1.48,0,0,0,0,186.76,-1.0156,34.64,SAFE
MILK_00388,2026-08-17T14:00:00,96,2.95,2.47,1.67,3.07,1.78,0,0,0,0,237.57,-0.5083,11.75,SAFE
MILK_00389,2026-08-13T08:00:00,33,0.93,0.87,-0.05,1.42,1.54,0,0,0,0,28.75,0.0411,52.83,SAFE
MILK_00390,2026-08-01T04:00:00,83,2.92,2.45,1.5,3.37,1.48,0,0,0,0,203.2,-1.3173,38.48,SAFE
MILK_00391,2026-08-22T10:00:00,61,1.34,1.48,0.93,1.96,1.49,0,0,0,0,90.22,1.172,39.65,SAFE
MILK_00392,2026-08-25T07:00:00,72,5.83,5.69,4.79,6.02,2.0,31,0,3,18,409.89,-0.3458,2.77,CAUTION
MILK_00393,2026-08-25T22:00:00,30,5.57,5.64,5.12,6.15,2.05,19,0,3,15,169.21,-1.4584,115.81,CAUTION
MILK_00394,2026-08-01T14:00:00,26,8.81,6.26,3.9,10.79,0.15,6,2,1,4,162.72,0.7078,78.52,UNSAFE
MILK_00395,2026-08-05T03:00:00,1,22.07,19.26,16.19,22.91,1.92,1,1,2,1,19.26,0.78,9.87,UNSAFE
